Id,Label,timeset,modularity_class,Degree
12123,station,,1907,8
12124,stationary,,106,3
12125,stationaryspace,,103,4
12126,statistic,,600,6
12127,statistically,,600,8
12128,stats,,2081,3
12129,statue,,2155,5
12130,stature,,1951,5
12131,status,,161,3
12132,statute,,521,5
12133,stay,,2071,3
12134,stayed,,1877,2
12135,staying,,311,3
12136,stdyeddyd,,417,7
12137,steadfast,,840,7
12138,steady,,302,6
12139,steak,,2063,10
12140,steal,,1878,2
12141,stealing,,2128,3
12142,steam,,2128,5
12143,steel,,2178,6
12144,steele,,2109,14
12145,steelers,,95,6
12146,steelworker,,2178,4
12147,steep,,451,7
12148,steer,,149,6
12149,stefan,,302,11
12150,stein,,1931,8
12151,steinbrenner,,111,6
12152,steinle,,1958,6
12153,stem,,2178,6
12154,stenbizzle,,2010,3
12155,step,,188,3
12156,steph,,1958,4
12157,stephanie,,2063,6
12158,stephanienap,,181,7
12159,stephaniewei,,278,4
12160,stephen,,467,6
12161,stephenathome,,95,4
12162,stephenbaldwin,,467,7
12163,stephenfhayes,,150,5
12164,stephenmoore,,467,5
12165,stephprichard,,189,4
12166,stepped,,28,10
12167,stepping,,1888,3
12168,sterling,,521,3
12169,stern,,2207,4
12170,sternshow,,2207,5
12171,steve,,1958,8
12172,stevedaines,,392,6
12173,stevedeaceshow,,1879,2
12174,stevedoocy,,2056,7
12175,stevefda,,1931,6
12176,stevehiltonx,,849,6
12177,stevekingia,,1880,2
12178,steveman,,159,3
12179,stevemarz,,236,6
12180,stevemit,,70,4
12181,stevemtalk,,71,4
12182,steven,,417,9
12183,stevenowell,,302,5
12184,stevens,,2081,6
12185,steverickettssp,,416,5
12186,stevescalise,,849,4
12187,stevesms,,236,4
12188,stevie,,70,7
12189,stevieboy,,2036,4
12190,stewart,,2227,13
12191,steyer,,302,5
12192,stick,,1881,2
12193,sticker,,2128,4
12194,sticking,,2157,3
12195,stiff,,1882,2
12196,stifling,,1883,2
12197,still,,1884,2
12198,stimulate,,3,11
12199,stimulating,,3,5
12200,stimulus,,1958,4
12201,stinger,,95,5
12202,stink,,467,5
12203,stir,,1885,2
12204,stirewalt,,190,6
12205,stjude,,729,11
12206,stkhlder,,2036,6
12207,stl,,388,4
12208,stlouisblues,,888,3
12209,stn,,1958,7
12210,stock,,167,5
12211,stockmarket,,893,4
12212,stockpile,,28,6
12213,stoddard,,2056,6
12214,stole,,2251,3
12215,stolen,,1886,2
12216,stone,,2251,6
12217,stood,,893,3
12218,stooge,,130,4
12219,stop,,2235,3
12220,stoped,,888,4
12221,stopped,,95,3
12222,stopper,,883,7
12223,stopping,,1887,2
12224,storage,,1888,7
12225,store,,2191,4
12226,storied,,1907,4
12227,storm,,2017,3
12228,stormed,,103,6
12229,story,,1889,2
12230,stpatsnyc,,517,7
12231,straight,,1890,2
12232,straighten,,709,3
12233,straightening,,1891,2
12234,strain,,485,5
12235,strait,,388,6
12236,stranded,,159,5
12237,strange,,505,5
12238,stranger,,1969,8
12239,strasburg,,883,4
12240,strassel,,311,5
12241,strategic,,75,6
12242,strategically,,2128,8
12243,strategist,,2081,6
12244,strategy,,1892,2
12245,straw,,422,4
12246,streak,,2227,5
12247,stream,,1888,8
12248,streaming,,859,8
12249,street,,2056,6
12250,strength,,2060,5
12251,strengthen,,1893,2
12252,strengthened,,3,6
12253,strengthening,,1907,3
12254,strengthens,,416,7
12255,strengthentheus,,2235,7
12256,stress,,3,4
12257,stressed,,2227,3
12258,stretch,,2056,5
12259,stricken,,106,8
12260,strict,,106,9
12261,strictly,,1894,2
12262,stride,,1800,4
12263,strike,,1895,2
12264,striking,,181,8
12265,string,,1855,3
12266,strip,,2120,5
12267,stripped,,1896,2
12268,strive,,517,5
12269,stroke,,1711,4
12270,stroll,,2056,3
12271,strong,,98,6
12272,stronger,,1897,2
12273,strongest,,1898,2
12274,strongly,,1899,2
12275,strongvoice,,849,8
12276,struck,,1900,2
12277,structural,,2227,8
12278,structure,,2128,3
12279,struggle,,189,5
12280,struggled,,1711,9
12281,struggling,,467,4
12282,strzok,,2185,15
12283,ststement,,1800,5
12284,stu,,1129,6
12285,stuart,,2081,6
12286,stuartpstevens,,2227,4
12287,stubborn,,278,4
12288,stuck,,119,5
12289,stud,,95,4
12290,student,,416,5
12291,studied,,2178,5
12292,studio,,1129,6
12293,study,,1901,2
12294,studying,,119,5
12295,stuff,,1902,2
12296,stuffed,,103,7
12297,stumble,,600,4
12298,stumbling,,1800,6
12299,stump,,1903,2
12300,stunned,,159,10
12301,stunning,,167,3
12302,stunt,,487,5
12303,stupid,,1904,2
12304,stupidity,,1905,2
12305,stupidly,,1906,2
12306,style,,2191,4
12307,styling,,236,4
12308,stylish,,2191,6
12309,sub,,1907,9
12310,subdue,,487,9
12311,subhana,,2063,4
12312,subirchowdhury,,2128,9
12313,subject,,1908,2
12314,submarine,,3,10
12315,submit,,859,8
12316,submitted,,2178,8
12317,subpoena,,28,8
12318,subscribe,,888,9
12319,subscriber,,103,4
12320,subscribing,,888,6
12321,subscription,,584,7
12322,subsequent,,2155,4
12323,subsidize,,392,7
12324,subsidizes,,584,7
12325,subsidizing,,75,4
12326,subsidy,,103,4
12327,substance,,840,7
12328,substantial,,859,8
12329,substantially,,2191,3
12330,substantive,,119,5
12331,substitute,,1129,3
12332,suburb,,2088,4
12333,suburban,,1969,8
12334,subversive,,144,7
12335,subvert,,149,7
12336,subway,,159,6
12337,succeed,,1909,2
12338,succeeded,,302,5
12339,succesful,,840,5
12340,success,,190,4
12341,successbytrump,,1967,8
12342,successfactors,,190,4
12343,successful,,1910,2
12344,successfully,,524,3
12345,successor,,161,5
12346,sucessful,,2060,4
12347,suck,,98,3
12348,sucked,,188,8
12349,sucker,,71,4
12350,sucking,,119,6
12351,sudan,,58,7
12352,sudden,,2120,9
12353,suddenly,,487,5
12354,sue,,1911,2
12355,sued,,2128,3
12356,suew,,1711,4
12357,suffer,,2036,7
12358,suffered,,1912,2
12359,suffering,,1913,2
12360,sufferlonger,,2227,4
12361,suffers,,28,4
12362,sufficient,,417,4
12363,suffolk,,883,4
12364,sugar,,2155,6
12365,suggest,,159,3
12366,suggested,,71,4
12367,suggesting,,485,4
12368,suggestion,,159,4
12369,suggests,,28,3
12370,suicidal,,1958,4
12371,suicide,,2157,6
12372,suing,,1907,3
12373,suit,,2191,6
12374,suite,,311,7
12375,sulzberger,,517,4
12376,sum,,189,5
12377,summary,,1969,5
12378,summed,,849,7
12379,summer,,1914,2
12380,summit,,416,5
12381,sun,,487,7
12382,sunbathing,,1958,5
12383,sundarpichai,,1915,3
12384,sunday,,111,3
12385,sundayhorse,,1982,3
12386,sung,,302,6
12387,sunk,,417,7
12388,sunlight,,487,6
12389,sunny,,1800,4
12390,sunsentinel,,1855,4
12391,sunset,,388,5
12392,sunshine,,1958,5
12393,suntimes,,1800,3
12394,sununu,,190,6
12395,super,,1800,5
12396,superb,,2063,5
12397,superbowl,,729,5
12398,supercommittee,,67,3
12399,superior,,302,4
12400,superman,,1888,6
12401,superpac,,2235,5
12402,superpacs,,242,3
12403,superpower,,2155,7
12404,supersaturday,,1916,2
12405,supersede,,392,5
12406,superstar,,487,8
12407,supertuesday,,2227,3
12408,supervision,,106,9
12409,supplied,,417,7
12410,supplier,,103,6
12411,supply,,1917,2
12412,support,,1918,2
12413,supported,,840,5
12414,supporter,,2063,3
12415,supporting,,1919,2
12416,supportive,,150,4
12417,suppose,,75,7
12418,supposed,,1920,2
12419,supposedly,,75,4
12420,suppress,,2051,4
12421,suppressed,,302,5
12422,suppression,,2051,6
12423,supreme,,181,8
12424,surajlalla,,71,4
12425,sure,,2109,4
12426,surely,,1956,4
12427,surest,,1888,9
12428,surface,,167,8
12429,surferbobraider,,159,4
12430,surge,,1921,2
12431,surged,,1922,2
12432,surgeon,,1951,7
12433,surgery,,189,6
12434,surging,,487,4
12435,surpass,,487,3
12436,surplus,,417,4
12437,surprise,,2231,3
12438,surprised,,1923,2
12439,surprising,,28,3
12440,surprisingly,,600,4
12441,surrender,,422,4
12442,surrendered,,1711,7
12443,surrogate,,2051,3
12444,surround,,1129,8
12445,surrounded,,2072,8
12446,surrounding,,1931,3
12447,surveil,,2109,5
12448,surveillance,,2103,4
12449,surveilled,,392,6
12450,survey,,1129,5
12451,surveyusa,,496,3
12452,survival,,521,5
12453,survive,,2063,4
12454,survived,,1800,8
12455,survives,,1924,2
12456,surviving,,729,6
12457,survivor,,3,8
12458,susan,,2120,8
12459,susanbbossie,,2251,5
12460,susanmahoneyxo,,2120,3
12461,susiesentinel,,2060,5
12462,suspect,,161,3
12463,suspected,,184,4
12464,suspend,,111,7
12465,suspended,,144,4
12466,suspending,,584,3
12467,suspends,,584,3
12468,suspense,,16,6
12469,suspension,,111,4
12470,sustainable,,859,3
12471,sustained,,111,7
12472,susteren,,58,4
12473,sux,,1862,5
12474,suzanne,,517,6
12475,suzannesaxx,,888,4
12476,suzmo,,2207,5
12477,sven,,1925,2
12478,svingali,,70,8
12479,swalwell,,416,7
12480,swamp,,98,7
12481,swamped,,1711,4
12482,swan,,2051,3
12483,swap,,2128,5
12484,swat,,521,4
12485,swear,,311,4
12486,swearing,,600,8
12487,sweat,,840,4
12488,swecker,,1931,9
12489,sweden,,302,11
12490,sweep,,181,3
12491,sweeping,,1951,4
12492,sweepstweet,,130,7
12493,sweet,,1926,2
12494,sweetest,,1927,3
12495,sweetheart,,16,3
12496,sweetteau,,1960,6
12497,swept,,144,8
12498,swift,,28,3
12499,swiftly,,1800,5
12500,swine,,2120,7
12501,swing,,1928,2
12502,swipe,,1929,2
12503,swisher,,1930,2
12504,swiss,,149,5
12505,switch,,1022,3
12506,switched,,2191,4
12507,switching,,103,7
12508,switzerland,,584,5
12509,swizzle,,167,4
12510,sword,,167,4
12511,sworn,,188,3
12512,sydney,,485,4
12513,symbol,,416,9
12514,sympathizer,,1931,9
12515,sympathy,,1862,6
12516,synagogue,,111,12
12517,syndrome,,1967,6
12518,syoka,,2227,4
12519,syracuse,,1932,4
12520,syria,,2072,3
12521,syrian,,2064,5
12522,system,,58,4
12523,systematic,,1933,2
12524,table,,1934,2
12525,tabletoptaylaaa,,840,5
12526,tabloid,,2064,5
12527,tabulation,,2207,5
12528,tack,,95,5
12529,tacky,,188,5
12530,tactic,,2227,4
12531,tag,,119,8
12532,tahanna,,417,7
12533,tahmooressi,,2129,10
12534,tahoe,,70,3
12535,tainted,,2185,3
12536,taiwan,,75,3
12537,taj,,189,5
12538,take,,1935,2
12539,takebackday,,1951,10
12540,takedown,,487,4
12541,taken,,1936,2
12542,takeover,,883,7
12543,taker,,388,7
12544,taking,,1937,2
12545,talackova,,1800,5
12546,talal,,1800,5
12547,talcornvan,,70,3
12548,tale,,487,6
12549,talent,,167,4
12550,talented,,1749,3
12551,talentless,,188,7
12552,taliban,,1938,2
12553,talismanjohnnya,,2191,5
12554,talk,,1939,2
12555,talked,,1940,2
12556,talker,,111,7
12557,talkernewyorker,,2036,4
12558,talking,,1941,2
12559,tall,,1942,2
12560,tallahassee,,1022,9
12561,taller,,2155,3
12562,tallest,,144,9
12563,tamara,,111,4
12564,tamimiddleton,,1800,4
12565,tammy,,1943,2
12566,tampa,,1855,4
12567,tamster,,278,3
12568,tamx,,159,4
12569,tan,,70,6
12570,tangible,,190,8
12571,tanja,,416,3
12572,tank,,28,5
12573,tanked,,2120,3
12574,tanker,,517,6
12575,tanking,,496,6
12576,tannermarkboots,,1944,2
12577,tantig,,3,6
12578,tantrum,,849,11
12579,tap,,417,11
12580,tape,,1945,2
12581,taped,,159,6
12582,tapped,,1931,5
12583,tapper,,2155,4
12584,tappersong,,1946,2
12585,tapping,,2157,3
12586,tar,,1129,4
12587,tara,,103,4
12588,tarekr,,1947,2
12589,target,,1948,2
12590,targeted,,1949,2
12591,targeting,,2185,3
12592,tariff,,184,5
12593,tariffed,,184,8
12594,tarkanian,,2207,5
12595,tarmac,,2081,5
12596,tarnished,,505,6
12597,task,,1950,2
12598,taste,,584,4
12599,tasteful,,2063,6
12600,tasting,,729,9
12601,tata,,3,8
12602,tate,,1951,7
12603,tatereeves,,1951,6
12604,tatter,,1952,3
12605,tattoo,,1958,8
12606,taught,,389,3
12607,taunt,,2120,5
12608,taunting,,1953,2
12609,taurus,,106,3
12610,tax,,485,3
12611,taxation,,2072,6
12612,taxed,,1954,2
12613,taxi,,2178,6
12614,taxing,,2178,5
12615,taxpayer,,1955,2
12616,taxreform,,98,3
12617,taylor,,2231,5
12618,taylorj,,729,4
12619,taylorswift,,2231,4
12620,taynishagray,,98,5
12621,tayyip,,2072,6
12622,taz,,1956,4
12623,tbi,,1711,5
12624,tbn,,2072,3
12625,tborio,,278,4
12626,tbott,,2207,3
12627,tbt,,1957,2
12628,tbufft,,1129,6
12629,tca,,130,3
12630,tcot,,1711,4
12631,tdavistonya,,159,3
12632,tdg,,167,6
12633,tdudz,,1958,4
12634,te,,1862,7
12635,tea,,417,9
12636,teach,,505,4
12637,teacher,,236,7
12638,teaching,,119,3
12639,teafreedom,,1129,3
12640,team,,2157,3
12641,teambobbyewing,,159,7
12642,teambrandi,,2036,7
12643,teamcavuto,,2056,5
12644,teamed,,883,5
12645,teamkevin,,1958,7
12646,teamleeza,,1958,7
12647,teamster,,1959,2
12648,teamtrump,,521,4
12649,teamwork,,167,3
12650,teaparty,,159,3
12651,teapartyexpress,,1960,6
12652,teapartyorg,,1960,6
12653,tear,,1961,2
12654,tearing,,2072,3
12655,tease,,517,6
12656,teb,,278,8
12657,tebow,,144,4
12658,tech,,690,6
12659,technical,,2109,5
12660,technician,,28,5
12661,technique,,1907,5
12662,technology,,1888,3
12663,techpro,,16,6
12664,ted,,130,8
12665,tedbishoppga,,2157,5
12666,tedcruz,,840,4
12667,teddilocke,,70,6
12668,teddyschleifer,,1969,5
12669,tee,,2056,3
12670,teed,,849,3
12671,teen,,416,7
12672,teeroyd,,1800,5
12673,tegodreaux,,2191,6
12674,tehran,,775,3
12675,tel,,859,9
12676,tele,,840,5
12677,telecast,,167,3
12678,teleconference,,144,7
12679,telemundo,,167,7
12680,telephone,,75,5
12681,teleprompter,,1962,2
12682,telepromter,,28,4
12683,telethon,,161,4
12684,televised,,517,5
12685,television,,2185,4
12686,tell,,1963,2
12687,teller,,485,3
12688,tellin,,2251,5
12689,telling,,1964,2
12690,temp,,119,8
12691,temper,,849,12
12692,temperament,,28,10
12693,temperature,,119,14
12694,temple,,190,6
12695,tempo,,103,3
12696,temporarily,,2072,7
12697,temporary,,584,6
12698,ten,,1965,2
12699,tenacious,,2060,4
12700,tenacity,,859,4
12701,tenant,,496,6
12702,tend,,278,7
12703,tenfold,,147,5
12704,tennessee,,729,8
12705,tennis,,2251,6
12706,tense,,1966,4
12707,tension,,859,5
12708,tent,,1967,12
12709,tenuous,,184,7
12710,tenure,,2185,5
12711,teresa,,130,6
12712,teresayarbor,,840,4
12713,term,,2235,3
12714,terminal,,2120,8
12715,terminate,,1969,4
12716,terminated,,1968,2
12717,terminates,,849,3
12718,terminating,,1969,9
12719,termination,,388,5
12720,terrace,,2128,6
12721,terramarkov,,388,4
12722,terre,,2157,4
12723,terrell,,517,5
12724,terrellowens,,167,7
12725,terrence,,1970,2
12726,terrible,,1971,2
12727,terribly,,188,4
12728,terrific,,1972,2
12729,terrified,,521,7
12730,territory,,75,4
12731,terror,,1973,2
12732,terrorism,,2072,5
12733,terrorist,,392,4
12734,terrorize,,1969,6
12735,terry,,2081,3
12736,terrybranstad,,2178,9
12737,terrykimk,,2230,3
12738,terrymoran,,147,3
12739,tesla,,161,5
12740,test,,1974,2
12741,testament,,1711,6
12742,tested,,190,6
12743,tester,,278,10
12744,testified,,2109,10
12745,testify,,1975,2
12746,testifying,,28,5
12747,testimony,,188,4
12748,testing,,2126,3
12749,teutul,,487,5
12750,texan,,2072,5
12751,texas,,167,4
12752,text,,2185,14
12753,texted,,2185,12
12754,tgowdysc,,2060,7
12755,th,,106,3
12756,thaddalicious,,1976,3
12757,thailand,,167,10
12758,thakkar,,2081,8
12759,thameena,,144,5
12760,thank,,1977,2
12761,thanked,,188,4
12762,thankful,,149,8
12763,thankfully,,1862,5
12764,thanking,,1951,3
12765,thanks,,1978,2
12766,thanksgiving,,1979,2
12767,thankyou,,1967,6
12768,thankyoutour,,98,9
12769,thanx,,2205,3
12770,thatbrody,,2207,4
12771,thatcher,,1800,6
12772,thats,,584,8
12773,theapprentice,,840,4
12774,theartofthedeal,,891,3
12775,theater,,1800,4
12776,theatre,,58,4
12777,thebachelor,,1958,4
12778,thebig,,2157,8
12779,thebigjamesg,,58,4
12780,thebingle,,159,6
12781,theblaze,,388,6
12782,thebradbaker,,1980,2
12783,thebrodyfile,,28,4
12784,thecelebrityapprentice,,278,3
12785,thechrismcqueen,,451,4
12786,thedailybeast,,311,6
12787,thedailyshow,,2227,6
12788,thedonald,,690,8
12789,thee,,422,5
12790,theeconomicclub,,130,6
12791,theeconomist,,392,4
12792,theellenshow,,188,7
12793,thefamilyleader,,729,6
12794,thefive,,2056,4
12795,thefix,,893,8
12796,theft,,1888,4
12797,thegarybusey,,2227,5
12798,thegre,,2120,4
12799,thegroveguru,,2017,6
12800,thegrumpyhusky,,416,3
12801,theguhmantap,,1981,2
12802,thegurleygirl,,1982,3
12803,theherd,,2063,4
12804,thehermancain,,1969,5
12805,thehill,,2072,3
12806,theintellect,,1983,2
12807,thejbrain,,2207,3
12808,thejuanwilliams,,2051,5
12809,thekeshkid,,584,6
12810,thelastrefuge,,1951,6
12811,theleegreenwood,,1958,3
12812,themasters,,103,5
12813,themayormatt,,98,3
12814,thembazoko,,893,6
12815,theme,,302,7
12816,thenewsclub,,487,11
12817,thenicksutton,,1129,6
12818,thenordicbroad,,2081,3
12819,theoaklandpress,,485,6
12820,theodore,,2235,5
12821,theonlycdorsey,,2191,4
12822,theory,,451,7
12823,thepatriot,,2235,4
12824,thepgaofamerica,,485,8
12825,theprimehost,,840,4
12826,thequote,,840,3
12827,theramenes,,1984,2
12828,therapeutic,,2120,3
12829,therapy,,2157,8
12830,theratzpack,,70,6
12831,therc,,1907,5
12832,therealbigdt,,521,4
12833,therealhamzeh,,2081,4
12834,therealkiyosaki,,1967,4
12835,therealkurse,,1985,2
12836,therealmarilu,,278,6
12837,therealryder,,95,4
12838,therealtmac,,883,9
12839,therealtommydel,,302,6
12840,therealzach,,167,3
12841,thereby,,893,4
12842,thereddotguy,,278,3
12843,therefore,,1986,2
12844,thereof,,849,6
12845,theresa,,316,3
12846,thereval,,2017,4
12847,therightnewz,,521,3
12848,therightscoop,,2227,6
12849,therock,,496,8
12850,thescotsman,,2128,7
12851,thesharktank,,893,4
12852,thesisko,,1987,2
12853,theslystallone,,1711,5
12854,thesportsswede,,2051,6
12855,thestate,,144,3
12856,thesween,,1951,3
12857,theteaparty,,888,3
12858,theteflondante,,1800,3
12859,thetinabeast,,311,5
12860,thetodaysgolfer,,2036,4
12861,thetrump,,849,5
12862,thetyler,,893,4
12863,theusalifestyle,,98,3
12864,theview,,236,9
12865,theviewtv,,1129,9
12866,thewtftahoe,,496,3
12867,thief,,181,5
12868,thiel,,690,7
12869,thiessen,,1967,6
12870,thin,,159,7
12871,thing,,1988,2
12872,think,,1989,2
12873,thinkbig,,150,6
12874,thinker,,487,5
12875,thinking,,487,4
12876,third,,120,3
12877,thirty,,106,7
12878,thisnbagirl,,120,5
12879,thisweekabc,,2227,5
12880,thnx,,1958,8
12881,tho,,1855,4
12882,thom,,28,6
12883,thomas,,521,6
12884,thomasaroberts,,167,8
12885,thomashomanice,,849,4
12886,thompson,,302,5
12887,thomripley,,840,3
12888,thomtillis,,98,5
12889,thoreau,,893,7
12890,thoroughly,,1969,3
12891,though,,584,4
12892,thought,,2128,3
12893,thoughtlessness,,2060,8
12894,thousand,,144,3
12895,thr,,1990,2
12896,threaded,,2128,11
12897,threat,,2231,4
12898,threaten,,2081,3
12899,threatened,,95,5
12900,threatening,,1991,2
12901,threatens,,2081,6
12902,three,,70,4
12903,threshold,,584,5
12904,threw,,517,4
12905,thrill,,184,4
12906,thrilled,,1992,2
12907,thrive,,1862,7
12908,thriving,,103,4
12909,throat,,1907,3
12910,throughout,,1993,2
12911,throw,,1931,4
12912,throwbackthursday,,1994,2
12913,throwing,,1022,4
12914,thrown,,1995,2
12915,thru,,1958,3
12916,thsnks,,311,3
12917,thug,,181,4
12918,thumb,,28,4
12919,thunder,,888,5
12920,thurs,,2155,5
12921,thursday,,1996,2
12922,thus,,98,4
12923,thwheel,,149,4
12924,thx,,1800,3
12925,ticket,,2235,5
12926,ticking,,1800,7
12927,tide,,181,4
12928,tie,,2191,16
12929,tied,,144,3
12930,tier,,28,4
12931,tiffany,,98,8
12932,tiffanyatrump,,521,4
12933,tiffanybrowninc,,1958,3
12934,tiffanypearls,,1997,2
12935,tiger,,2056,5
12936,tigerwoods,,103,3
12937,tight,,1998,2
12938,tightened,,3,10
12939,tightening,,3,8
12940,tighter,,416,5
12941,tigre,,496,5
12942,til,,417,6
12943,till,,278,5
12944,tillerson,,184,5
12945,tillis,,28,6
12946,tim,,149,4
12947,timber,,278,8
12948,timbowoods,,1999,2
12949,time,,2000,2
12950,timeless,,840,4
12951,timeline,,144,6
12952,timely,,278,4
12953,timenout,,496,5
12954,timepiece,,859,8
12955,timer,,849,5
12956,timeslucky,,1958,8
12957,timessquarehero,,302,3
12958,timetogettough,,2001,2
12959,timewarner,,103,7
12960,timing,,167,3
12961,timkaine,,70,7
12962,timothy,,1862,8
12963,timtebow,,167,4
12964,tina,,71,3
12965,tinaclean,,2128,4
12966,tinahillstrom,,893,5
12967,tiny,,2002,2
12968,tip,,75,3
12969,tipping,,311,6
12970,tirade,,167,4
12971,tire,,467,4
12972,tired,,2003,2
12973,tireless,,1129,9
12974,tirelessly,,2004,2
12975,titan,,1888,5
12976,title,,1907,4
12977,titled,,2155,6
12978,titone,,2136,3
12979,tix,,729,8
12980,tiyah,,130,6
12981,tjoanides,,388,6
12982,tjryyyan,,496,4
12983,tlaib,,75,16
12984,tlp,,167,6
12985,tlrchrstphrbrsn,,2005,2
12986,tmobile,,98,7
12987,tmoulton,,311,5
12988,tmplusii,,16,3
12989,tmz,,70,6
12990,tn,,2064,4
12991,tngc,,2081,4
12992,tnx,,2157,4
12993,toast,,106,7
12994,today,,2006,2
12995,todayshow,,1129,7
12996,todaysrealmusic,,278,5
12997,todd,,505,7
12998,toddinwichita,,103,4
12999,toddriddolls,,119,3
13000,toddthomson,,517,4
13001,toddulu,,2007,3
13002,toe,,2251,6
13003,together,,2008,2
13004,toilet,,147,5
13005,tokindaddy,,2205,3
13006,tokyo,,859,7
13007,told,,2009,2
13008,toledo,,106,5
13009,tolerate,,2072,9
13010,tolerated,,690,4
13011,toll,,2129,5
13012,tom,,302,13
13013,tombrokaw,,840,5
13014,tomcottonar,,144,10
13015,tomdoggy,,2010,3
13016,tomfitton,,2185,8
13017,tomllamasabc,,2064,6
13018,tommcclintock,,1129,6
13019,tommo,,388,3
13020,tommy,,505,7
13021,tommyguns,,2064,5
13022,tomnocera,,1129,5
13023,tomorrow,,2011,2
13024,tomspiglanin,,2036,3
13025,tomtiffanywi,,98,7
13026,tomts,,2012,2
13027,tomtumillo,,130,5
13028,ton,,1800,6
13029,tone,,2081,7
13030,toneantone,,392,4
13031,tonight,,2013,3
13032,tonite,,729,5
13033,tony,,2157,6
13034,tonyarolandtr,,840,5
13035,tonyschwartz,,302,6
13036,tonystang,,2157,5
13037,tonyturko,,2014,3
13038,tonywelch,,1855,3
13039,took,,2015,2
13040,tool,,1153,3
13041,tooooo,,2016,2
13042,tooth,,2017,9
13043,top,,2128,3
13044,topcotasg,,487,5
13045,topic,,71,4
13046,topped,,144,4
13047,topping,,28,4
13048,toptv,,1022,6
13049,torch,,2018,2
13050,tormeypaul,,888,7
13051,torn,,144,3
13052,tornado,,729,5
13053,toronto,,144,6
13054,torture,,130,4
13055,tortured,,416,8
13056,torturereport,,729,7
13057,toryireland,,1711,4
13058,toss,,2157,5
13059,total,,98,7
13060,totally,,2019,2
13061,totrump,,505,4
13062,touch,,71,6
13063,touched,,1967,6
13064,touching,,278,6
13065,tough,,729,4
13066,toughen,,58,4
13067,tougher,,2020,2
13068,toughest,,2021,2
13069,toughness,,2051,4
13070,tour,,2022,2
13071,toure,,188,3
13072,touring,,584,4
