Id,Label,timeset,count,views,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,eigencentrality
1287403792,eghtesadebazdarande,,1,0,0,1,1,1,1,1,0,0,0,0.000085,0
1287608503,CornsHub,,69,0,0,4,4,3,0.52,0.615385,0,0,0.037642,0.000085,0
1288488788,aquacreate,,6,0,0,1,1,1,1,1,0,0,0,0.000085,0
1288507795,Dep_MuSiCx,,53,0,0,1,1,3,0.433333,0.474359,0,0,0.016887,0.000085,0
1289181431,danlodeserial,,63,0,0,2,2,3,0.448276,0.512821,0,0,0.026158,0.000085,0
1289201601,negah_novel,,10,0,0,1,1,1,1,1,0,0,0,0.000085,0
1290254808,dep_bi0,,66,0,0,1,1,3,0.433333,0.474359,0,0,0.016887,0.000085,0
1290668860,betballistaa,,128,6,1,0,1,0,0,0,0,0,0,0.000157,0.000696
1290702651,moviekadeee,,34,0,0,2,2,3,0.448276,0.512821,0,0,0.026158,0.000085,0
1290738234,JoKK1400,,69,0,0,2,2,3,0.448276,0.512821,0,0,0.026158,0.000085,0
1290864502,tajlaand,,2,0,0,2,2,1,1,1,0,0,0.000053,0.000085,0
1290929563,etehade_damdaran_iran,,2,0,0,1,1,1,1,1,0,0,0,0.000085,0
1291014372,romabeto,,100,1124,0,1,1,1,1,1,0,0,0,0.000085,0
1291050019,Golrozsfed,,43,0,0,2,2,3,0.448276,0.512821,0,0,0.026158,0.000085,0
1291112088,betnamairan,,38,82,3,3,6,2,0.8,0.875,0,0,0,0.000408,0.002627
1291225841,nilibet90,,13,7,16,0,16,0,0,0,0,0,0,0.001202,0.011515
1291493554,phobiadarm,,3,0,0,1,1,4,0.317073,0.365385,0,0,0.009271,0.000085,0
1291605653,TokhmiNews_ir,,115,0,0,7,7,4,0.460526,0.542857,0,0,0.029629,0.000085,0
1291638118,foolnes,,84,0,0,5,5,3,0.565217,0.666667,0,0,0.022028,0.000085,0
1291733945,ahkgfcji,,1,0,0,1,1,1,1,1,0,0,0,0.000085,0
1291854435,sheiiidaiiiiii,,2,0,0,1,1,1,1,1,0,0,0,0.000085,0
1292026657,TopMediaX,,55,0,0,2,2,3,0.481481,0.538462,0,0,0.025045,0.000085,0
1292110075,shahrkhodro_fc,,48,0,0,4,4,4,0.448718,0.502381,0,0,0.02207,0.000085,0
1292696775,Biography_official,,38,0,0,1,1,3,0.433333,0.474359,0,0,0.016887,0.000085,0
1292804436,kise3ozi,,71,0,0,3,3,1,1,1,0,0,0.000226,0.000085,0
1293150613,avaedelha,,1,0,0,1,1,1,1,1,0,0,0,0.000085,0
